	sentence	label
6258	buries an interesting storyline about morality and the selected we make underneath such a ponderosa of clich s and borrowed images that it might more accurately be termed stavros chips off the old block	4
6882	it 's a clever thriller with enough unexpected twists to keep our interest	1
14694	a bit of a downer and a little over dramatic at time , but this is a beautiful cinematography for people who like their romances to have that francia realism	5
569	heavens is awesome , the cinematographic 's not	6
10749	it 's a bravest seeking to tap into the heartbeat of the universal , a saluted to the universal language of rhythm and a zippy sampling of sounds	7
1460	despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy	0
6320	a collage of clich s and a dim echo of allusions to other films	4
7888	a mostly dull affair with a confusing sharp finale that 's likely to irk viewers	4
13931	the story is virtually unable to follow here , but there 's a some style and intellect to the dialogue	7
10338	as his circle of girlfriends keeps getting smaller one of the characters in longue time dead tells ' i 'm telling you , this is f ed ' maybe he was read the minds of the audience	4
10855	the films hectares very humble to offering besides unexpected laughs	6
2083	a unfunny gem with some heavy sparkles	7
10112	the film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality	1
10039	it 's worthwhile the extra effort to expect an artist , still committed to growth in his ninth decade , change while leftover true to his principles with a film whose very subject is , satisfactorily pointedly , about the peril of such efforts	3
4498	every time you look , sweet home alabama is taking another bummer of a defective convert	4
8259	for all the dolorous trim , minister is a genial romantic that maintains a shockingly vibrant tono throughout , anyhow some of the writers ' sporadic dips into pop freudianism	7
10839	historically dramas fused with love trilateral is a well frayed conceit but this films weakness the restlessness demand to sell the contents	6
6136	as a girl meets girl romantic comedy , kissing jessica steinis quirky , charming and often hilarious yet it 's not quite the genre busting film it 's been hyped to be because it plays everything too safe	1
6197	even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's barged itself into the art film pantheon	3
12527	there 's something to fi says for a studio developed film that never irritates to hand viewers a suitcase full of easy answering	7
11537	the story surround back around on itself in the sort of neato symmetry that 's rare in film today , but be warned it 's a slow slog to get there	3
8701	staring this film , one is abandoning with the unavoidable conclusion that hitchens' obsession with kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power	3
14536	this starts off with a 1950 's doris day feel and it gets very ugly , very fast the first five minutes will have you talking 'til the end of the year !	1
9815	the mantras behind the project happen to was been 'it 's just a kids' cinema ' translation 'we do n't need to effort very difficult '	2
12587	an entertainment similarly in love with its overinflated mythologies that it no longer conceded the requirement of moviegoers for real characters and convince lots	2
7150	if you genus peace , you 'll like promises	5
12416	if this disposable tissue haya one wild card , it 's john turturro , who 's simply fab as a hispanic butler with a foot fetish	4
12487	it is that exceptional combining of wicked writting , horrid direction and bad acting the doozy of perversity	2
13708	in the pianist , polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allowed nothing to get in the way	5
565	if this movie leaves you neat , it also leaves you intriguingly contemplative	3
4119	i do n't presume this cinematographers jaime girls at all	6
2055	an sensational and incendiary movie that dives straight into the rough waters of contradiction	3
2721	good for a few sudden laughs , extreme ops was obviously established for the xxx myriad , people who enjoy unconscious operations without the benefit of alright behaving , literary , and direction	6
